PID,Benchmark,WCET,Period,Deadline,Criticality,TempSens,LoadSens,Energy,Predecessors
T3327,EEMBC,12.58,182.77,106.93,High,0.98,1.17,22.9,T3326
T3328,MiBench,45.98,376.3,79.81,Low,1.11,1.3,72.19,T3327
T3329,TACLeBench,5.41,188.86,164.68,High,1.04,0.83,4.49,T3328
T3330,MiBench,6.63,456.42,89.15,High,1.34,1.26,10.74,T3329
T3331,EEMBC,13.51,83.29,23.35,Low,1.37,0.89,32.02,T1842
T3332,TACLeBench,3.55,62.82,46.39,High,1.13,0.97,3.66,T3331
T3333,PapaBench,2.13,133.74,64.87,High,0.93,1.15,1.98,T3332
T3334,EEMBC,26.36,213.4,204.94,High,1.42,1.39,46.13,T3333
T3335,Malardalen,2.0,62.25,55.75,Low,0.82,1.06,1.14,T3334
T3336,TACLeBench,18.97,164.12,140.36,High,1.44,1.19,24.66,T3335
T3337,MiBench,28.28,260.63,229.87,Low,1.13,0.86,33.65,T3336
T3338,Malardalen,0.63,52.65,24.81,High,1.34,1.38,0.63,T3337
T3339,Malardalen,1.94,48.67,46.74,Low,1.27,1.31,1.2,T3338
T3340,MiBench,18.3,441.78,245.98,Low,0.8,0.91,22.33,T3339
T3341,TACLeBench,6.74,124.0,20.98,High,1.22,1.36,6.27,T1066
T3342,EEMBC,6.38,183.29,12.96,High,1.09,1.13,10.78,T3341
T3343,PapaBench,1.14,139.74,113.28,Low,1.34,0.88,1.21,T3342
T3344,Malardalen,0.72,16.56,3.4,High,1.1,0.8,0.46,T3343
T3345,Malardalen,1.76,20.98,3.76,High,1.23,1.36,1.37,T3344
T3346,Malardalen,0.29,27.94,10.15,High,1.33,1.2,0.26,T3345
T3347,PapaBench,1.93,69.09,56.89,High,1.14,0.93,2.07,T3346
T3348,PapaBench,4.52,60.32,9.15,High,0.88,0.85,3.75,T3347
T3349,Malardalen,0.2,20.94,13.31,Low,1.27,0.93,0.13,T3348
T3350,EEMBC,24.59,101.35,91.82,High,1.2,1.08,48.44,T3349
T3351,MiBench,9.76,415.31,310.71,Low,1.26,0.82,12.88,T1491
T3352,MiBench,9.92,258.94,40.67,High,1.29,1.24,12.1,T3351
T3353,TACLeBench,1.16,94.04,82.7,High,1.07,1.31,1.38,T3352
T3354,TACLeBench,9.26,101.42,14.15,High,1.14,1.38,9.45,T3353
T3355,Malardalen,0.46,28.42,27.96,High,1.09,0.96,0.43,T3354
T3356,TACLeBench,3.12,170.85,21.01,High,1.38,1.02,4.12,T3355
T3357,Malardalen,0.55,99.38,64.44,Low,0.91,1.32,0.5,T3356
T3358,Malardalen,0.98,60.99,48.15,High,0.95,0.92,0.94,T3357
T3359,PapaBench,4.08,76.21,9.56,Low,1.05,0.96,3.18,T3358
T3360,MiBench,29.37,498.38,463.73,Low,0.96,1.0,48.17,T3359
T3361,MiBench,35.54,388.76,270.83,High,1.19,1.35,49.05,T858
T3362,EEMBC,21.81,219.63,150.68,High,1.48,1.24,30.75,T3361
T3363,MiBench,20.54,173.57,117.0,Low,1.47,0.8,34.92,T3362
T3364,EEMBC,23.96,160.84,121.05,Low,0.84,0.81,36.42,T3363
T3365,MiBench,25.14,358.08,274.38,Low,1.17,1.01,34.19,T3364
T3366,EEMBC,25.93,244.01,70.14,Low,1.2,1.27,57.31,T3365
T3367,EEMBC,16.34,218.55,86.25,Low,1.48,1.27,34.97,T3366
T3368,MiBench,13.27,120.53,108.6,Low,1.48,1.14,17.91,T3367
T3369,EEMBC,13.65,142.54,65.94,Low,1.39,1.21,33.03,T3368
T3370,EEMBC,2.69,234.04,163.83,High,1.4,1.19,4.3,T3369
T3371,MiBench,37.13,150.63,47.08,Low,0.85,1.2,50.5,T1844
T3372,Malardalen,1.84,65.01,34.44,High,1.17,1.25,1.71,T3371
T3373,MiBench,25.82,174.5,131.35,Low,1.04,1.07,30.47,T3372
T3374,MiBench,17.18,444.37,140.95,High,1.35,0.97,20.27,T3373
T3375,EEMBC,5.87,243.23,13.76,High,1.1,0.97,11.27,T3374
T3376,EEMBC,21.85,169.8,114.59,Low,1.25,1.05,47.2,T3375
T3377,MiBench,26.43,198.44,147.41,Low,1.29,1.0,44.67,T3376
T3378,TACLeBench,10.23,199.76,132.45,Low,1.16,1.03,13.81,T3377
T3379,MiBench,23.07,438.64,102.57,Low,1.33,1.23,23.76,T3378
T3380,MiBench,43.35,253.47,71.13,Low,1.37,1.35,60.69,T3379
T3381,MiBench,9.5,141.89,119.52,High,1.05,0.85,10.92,T251
T3382,Malardalen,1.24,69.49,44.8,High,1.38,0.8,0.79,T3381
T3383,MiBench,8.8,223.96,148.16,Low,0.86,1.4,9.68,T3382
T3384,MiBench,12.04,229.17,12.23,Low,0.85,1.33,14.93,T3383
T3385,Malardalen,0.24,72.1,69.29,Low,0.86,1.01,0.22,T3384
T3386,EEMBC,9.64,152.76,45.01,High,1.14,1.05,23.62,T3385
T3387,TACLeBench,2.95,166.73,126.95,Low,1.36,1.32,3.1,T3386
T3388,Malardalen,1.9,68.36,22.4,Low,0.89,1.15,1.5,T3387
T3389,PapaBench,0.14,99.37,58.99,High,1.25,1.35,0.16,T3388
T3390,EEMBC,27.57,224.66,143.33,Low,1.32,0.82,56.79,T3389
T3391,MiBench,38.97,247.54,170.26,High,1.3,1.31,44.82,T1856
T3392,EEMBC,21.1,294.05,132.93,Low,1.31,1.02,51.27,T3391
T3393,PapaBench,1.4,192.3,134.15,High,1.25,0.95,1.6,T3392
T3394,EEMBC,14.71,160.4,32.03,Low,0.84,0.81,36.48,T3393
T3395,TACLeBench,8.65,189.65,93.43,High,0.97,0.83,8.56,T3394
T3396,PapaBench,4.26,29.84,10.06,High,0.86,1.05,3.62,T3395
T3397,TACLeBench,13.85,157.18,40.86,Low,1.49,0.83,12.88,T3396
T3398,TACLeBench,17.1,102.63,64.73,Low,1.18,1.37,18.81,T3397
T3399,MiBench,7.37,431.91,119.32,Low,1.25,0.81,7.52,T3398
T3400,TACLeBench,6.59,60.89,58.55,High,0.89,0.84,6.0,T3399
T3401,EEMBC,13.7,55.77,47.72,High,1.13,1.06,33.43,T915
T3402,Malardalen,1.67,95.71,3.57,Low,1.42,0.97,0.95,T3401
T3403,TACLeBench,4.65,57.82,56.87,High,1.06,1.16,4.05,T3402
T3404,TACLeBench,0.82,199.37,84.97,High,0.82,0.96,0.86,T3403
T3405,Malardalen,0.24,10.17,5.91,Low,0.89,0.96,0.14,T3404
T3406,PapaBench,0.64,166.05,18.89,High,1.2,1.35,0.47,T3405
T3407,MiBench,32.9,258.89,197.43,Low,1.37,1.33,42.11,T3406
T3408,PapaBench,3.35,214.34,24.59,High,1.1,1.12,2.68,T3407
T3409,TACLeBench,8.32,161.04,116.77,Low,0.94,0.9,11.15,T3408
T3410,TACLeBench,5.78,114.63,67.33,High,1.39,1.28,4.86,T3409
T3411,Malardalen,1.26,72.72,35.21,High,0.93,1.08,1.08,T160
T3412,PapaBench,3.74,150.04,115.6,Low,1.43,1.14,3.55,T3411
T3413,TACLeBench,3.19,193.21,60.36,High,1.11,0.89,2.97,T3412
T3414,EEMBC,3.27,288.62,137.9,High,1.13,1.11,8.14,T3413
T3415,PapaBench,3.37,221.29,188.87,High,1.37,1.33,3.5,T3414
T3416,TACLeBench,19.97,104.23,68.48,High,1.17,1.33,24.16,T3415
T3417,EEMBC,14.71,181.67,162.64,Low,1.26,0.92,22.51,T3416
T3418,TACLeBench,6.13,66.05,19.53,High,0.86,1.2,5.15,T3417
T3419,MiBench,7.44,264.85,201.29,Low,1.36,1.37,10.42,T3418
T3420,Malardalen,1.79,23.66,22.37,Low,0.97,0.89,1.32,T3419
T3421,PapaBench,1.17,244.11,113.38,Low,1.48,0.86,0.83,T1073
T3422,MiBench,8.53,327.75,176.4,Low,1.14,0.83,12.45,T3421
T3423,PapaBench,3.56,66.28,64.07,Low,0.83,1.19,2.71,T3422
T3424,MiBench,47.49,498.27,136.18,Low,1.11,0.97,57.46,T3423
T3425,Malardalen,0.34,88.04,55.07,Low,0.93,1.0,0.33,T3424
T3426,TACLeBench,7.64,195.0,184.73,High,1.13,0.95,11.38,T3425
T3427,EEMBC,9.51,85.77,16.71,High,1.39,1.37,19.12,T3426
T3428,Malardalen,1.62,43.08,6.2,Low,1.15,1.27,1.43,T3427
T3429,EEMBC,16.21,139.18,121.1,High,1.35,1.0,31.77,T3428
T3430,MiBench,47.51,185.58,63.7,Low,0.98,1.08,89.32,T3429
T3431,EEMBC,14.43,67.82,17.86,Low,0.83,1.15,23.95,T2275
T3432,MiBench,42.92,227.41,226.07,High,1.03,1.37,53.65,T3431
T3433,PapaBench,4.88,199.19,160.08,Low,0.97,1.28,4.15,T3432
T3434,EEMBC,9.88,177.3,100.71,High,0.81,1.21,21.64,T3433
T3435,MiBench,16.93,474.23,274.21,Low,1.03,1.28,17.78,T3434
T3436,TACLeBench,12.69,135.12,34.8,High,1.13,0.93,13.83,T3435
T3437,MiBench,23.59,212.09,81.96,High,0.86,1.06,35.15,T3436
T3438,Malardalen,0.86,25.73,15.68,High,0.92,1.11,0.58,T3437
T3439,Malardalen,0.15,40.51,16.94,Low,0.93,1.38,0.1,T3438
T3440,TACLeBench,17.74,191.15,176.4,High,0.95,1.4,23.06,T3439
T3441,EEMBC,6.68,144.63,16.23,Low,1.35,0.9,14.03,T2979
T3442,EEMBC,10.6,182.0,98.87,High,1.04,1.23,23.0,T3441
T3443,EEMBC,9.13,76.13,71.73,High,1.12,1.01,18.72,T3442
T3444,Malardalen,0.93,39.48,35.93,High,1.43,0.82,0.79,T3443
T3445,TACLeBench,13.5,61.45,45.9,High,1.38,0.85,10.8,T3444
T3446,MiBench,22.62,427.95,161.86,Low,1.32,1.23,41.85,T3445
T3447,TACLeBench,6.8,69.01,10.21,Low,1.45,1.09,6.19,T3446
T3448,MiBench,20.01,417.03,121.91,Low,1.49,1.16,30.22,T3447
T3449,Malardalen,0.18,77.72,39.91,High,1.18,1.15,0.12,T3448
T3450,PapaBench,0.51,83.13,42.79,Low,1.33,1.23,0.43,T3449
T3451,TACLeBench,17.65,142.6,99.46,Low,1.37,0.91,15.88,T625
T3452,TACLeBench,0.73,136.39,66.88,High,1.02,0.98,1.04,T3451
T3453,TACLeBench,7.79,63.17,41.64,Low,1.14,1.04,9.74,T3452
T3454,MiBench,19.82,350.71,44.49,Low,1.44,1.31,38.25,T3453
T3455,Malardalen,1.26,95.27,14.36,High,0.92,1.33,1.07,T3454
T3456,MiBench,47.92,443.27,207.43,High,1.2,0.92,64.21,T3455
T3457,EEMBC,16.51,242.17,135.24,High,1.24,1.04,21.13,T3456
T3458,PapaBench,2.91,203.02,24.43,Low,1.47,0.97,1.78,T3457
T3459,MiBench,23.29,181.78,65.0,High,0.94,1.3,26.08,T3458
T3460,PapaBench,1.93,225.37,55.13,Low,1.25,1.1,2.05,T3459
T3461,EEMBC,6.25,241.46,231.2,Low,1.11,1.1,9.25,T326
T3462,EEMBC,19.37,138.19,100.45,High,1.37,1.11,28.86,T3461
T3463,Malardalen,0.99,71.9,37.38,Low,0.93,1.28,0.91,T3462
T3464,EEMBC,2.4,271.9,81.75,High,0.88,1.4,4.37,T3463
T3465,EEMBC,3.38,205.24,128.0,High,0.99,1.08,6.39,T3464
T3466,PapaBench,1.01,177.47,161.51,High,1.1,0.98,1.11,T3465
T3467,PapaBench,1.5,189.42,174.8,Low,1.11,1.38,1.4,T3466
T3468,TACLeBench,2.98,50.92,17.05,High,1.08,1.32,4.32,T3467
T3469,PapaBench,3.1,128.89,95.84,Low,1.46,1.12,3.47,T3468
T3470,MiBench,7.61,207.89,106.5,High,1.44,1.14,8.22,T3469
T3471,MiBench,38.65,127.0,76.01,Low,1.49,1.26,74.98,T2831
T3472,EEMBC,12.66,228.35,175.38,High,0.82,0.88,27.6,T3471
T3473,PapaBench,4.82,128.76,31.08,High,1.49,1.0,5.59,T3472
T3474,TACLeBench,19.12,62.94,34.44,Low,1.35,1.22,17.78,T3473
T3475,MiBench,47.97,190.38,170.85,High,0.94,1.12,49.89,T3474
T3476,MiBench,37.86,402.1,58.13,High,1.14,0.94,74.58,T3475
T3477,EEMBC,26.23,89.31,27.59,Low,1.37,0.84,34.36,T3476
T3478,PapaBench,2.71,90.16,48.96,Low,1.43,1.15,1.71,T3477
T3479,MiBench,33.63,161.22,41.09,Low,1.25,1.17,44.39,T3478
T3480,EEMBC,26.8,255.71,167.15,Low,0.89,1.08,52.53,T3479
T3481,MiBench,42.91,187.55,109.32,Low,0.99,0.84,56.64,T581
T3482,Malardalen,1.72,87.22,70.41,High,1.4,0.94,1.32,T3481
T3483,TACLeBench,14.12,85.41,17.68,Low,1.2,1.08,18.07,T3482
T3484,MiBench,34.51,484.75,116.66,Low,1.0,0.91,43.83,T3483
T3485,PapaBench,4.49,63.87,27.73,High,1.13,0.94,3.23,T3484
T3486,EEMBC,5.8,210.92,57.89,High,1.27,1.36,9.63,T3485
T3487,TACLeBench,19.2,179.71,126.15,High,0.84,1.04,20.16,T3486
T3488,Malardalen,0.5,82.39,18.52,High,1.12,1.21,0.35,T3487
T3489,MiBench,18.69,193.99,153.93,High,1.14,1.24,24.11,T3488
T3490,PapaBench,0.98,234.49,28.85,Low,1.03,0.94,0.81,T3489
T3491,EEMBC,25.97,135.65,61.5,High,0.82,0.93,43.11,T459
T3492,EEMBC,22.07,51.23,45.99,High,0.83,0.96,53.85,T3491
T3493,PapaBench,3.57,159.78,84.63,High,1.47,1.2,2.71,T3492
T3494,Malardalen,0.88,56.07,37.69,High,0.86,1.19,0.86,T3493
T3495,EEMBC,23.34,82.88,66.41,High,1.37,1.27,36.88,T3494
T3496,PapaBench,0.32,142.02,69.85,Low,1.15,0.91,0.32,T3495
T3497,TACLeBench,1.55,107.07,51.71,Low,0.89,1.01,2.0,T3496
T3498,EEMBC,6.14,85.63,61.63,Low,1.08,0.97,9.21,T3497
T3499,EEMBC,22.32,204.65,35.94,High,1.24,1.05,50.22,T3498
T3500,Malardalen,1.38,61.18,22.76,High,1.17,1.04,0.69,T3499
T3501,EEMBC,24.09,154.66,144.58,Low,0.97,1.08,33.49,T3285
T3502,EEMBC,4.2,195.73,108.37,High,1.03,0.96,6.55,T3501
T3503,MiBench,28.82,191.36,150.61,High,1.45,0.96,47.55,T3502
T3504,Malardalen,0.33,36.24,28.37,High,1.24,0.9,0.21,T3503
T3505,Malardalen,1.74,90.79,27.93,High,1.11,1.19,1.36,T3504
T3506,PapaBench,4.63,93.61,41.34,High,1.04,1.23,4.95,T3505
T3507,MiBench,35.86,431.71,77.07,Low,1.39,1.23,45.54,T3506
T3508,PapaBench,2.22,98.83,49.9,High,0.9,1.23,1.58,T3507
T3509,PapaBench,1.23,207.96,85.39,High,0.88,0.81,1.13,T3508
T3510,TACLeBench,9.82,78.19,42.26,High,1.48,1.03,12.86,T3509
T3511,TACLeBench,19.52,130.81,74.72,High,0.97,1.24,24.4,T761
T3512,Malardalen,1.9,79.59,25.09,High,1.08,1.38,1.6,T3511
T3513,TACLeBench,15.42,80.74,20.44,Low,1.0,1.32,22.98,T3512
T3514,PapaBench,0.77,186.28,2.2,Low,1.39,0.99,0.84,T3513
T3515,TACLeBench,14.84,177.37,81.36,High,1.01,0.92,14.84,T3514
T3516,EEMBC,4.03,253.89,109.25,Low,1.07,1.01,9.55,T3515
T3517,TACLeBench,18.14,117.24,29.63,Low,1.01,0.94,25.4,T3516
T3518,PapaBench,2.44,119.62,68.99,High,1.36,0.86,1.59,T3517
T3519,EEMBC,6.76,146.05,10.72,High,1.24,1.31,13.86,T3518
T3520,TACLeBench,16.86,179.92,52.39,High,0.81,1.27,24.95,T3519
T3521,Malardalen,1.58,66.45,28.06,High,1.32,1.18,1.55,T2592
T3522,MiBench,32.06,453.35,271.83,High,0.81,0.94,49.37,T3521
T3523,MiBench,20.17,273.23,267.53,High,1.31,1.13,37.92,T3522
T3524,TACLeBench,1.11,192.14,130.65,Low,1.45,1.14,0.97,T3523
T3525,MiBench,21.95,175.27,101.37,Low,1.1,1.3,23.71,T3524
T3526,Malardalen,1.44,39.07,13.31,Low,1.0,1.12,0.79,T3525
T3527,Malardalen,0.87,55.47,41.94,High,1.14,1.3,0.8,T3526
T3528,PapaBench,2.78,70.59,18.7,Low,1.48,0.88,1.97,T3527
T3529,Malardalen,1.12,29.62,23.69,High,1.12,0.91,0.94,T3528
T3530,MiBench,49.99,149.48,149.31,Low,1.29,1.26,58.99,T3529
T3531,Malardalen,1.08,88.34,81.98,High,1.18,0.98,0.92,T1969
T3532,PapaBench,1.87,34.98,1.9,Low,0.86,0.99,2.24,T3531
T3533,TACLeBench,5.43,179.13,141.49,Low,1.01,0.94,5.65,T3532
T3534,MiBench,48.59,466.71,153.44,Low,1.18,0.82,85.03,T3533
T3535,TACLeBench,7.51,172.25,121.66,Low,1.27,1.1,9.16,T3534
T3536,TACLeBench,8.11,75.18,31.88,Low,1.16,1.37,12.0,T3535
T3537,Malardalen,1.85,83.76,71.02,High,0.94,1.09,1.76,T3536
T3538,TACLeBench,0.42,195.86,89.11,Low,1.47,0.98,0.58,T3537
T3539,PapaBench,2.19,83.96,26.23,High,1.19,0.94,2.56,T3538
T3540,TACLeBench,2.94,139.52,62.77,High,1.23,0.86,3.76,T3539
T3541,MiBench,19.05,414.06,223.5,Low,1.07,1.24,32.96,T2272
T3542,PapaBench,2.1,38.79,24.25,Low,1.12,1.18,2.37,T3541
T3543,MiBench,32.56,168.24,147.77,High,0.93,0.82,43.3,T3542
T3544,MiBench,46.53,415.56,115.22,High,1.17,0.87,80.96,T3543
T3545,MiBench,17.99,297.14,189.52,High,1.25,1.27,20.33,T3544
T3546,Malardalen,0.22,18.15,10.6,Low,1.47,1.24,0.17,T3545
T3547,PapaBench,4.53,151.08,67.29,Low,1.36,1.03,3.94,T3546
T3548,TACLeBench,13.81,158.92,60.55,High,1.2,1.13,18.51,T3547
T3549,TACLeBench,8.06,169.51,105.03,Low,0.88,1.23,9.59,T3548
T3550,MiBench,13.2,387.19,74.93,High,0.88,0.81,26.27,T3549
T3551,EEMBC,27.64,255.94,89.19,Low,0.82,1.36,37.04,T717
T3552,MiBench,48.18,224.12,90.2,Low,0.9,1.08,84.8,T3551
T3553,TACLeBench,9.02,76.16,10.98,High,1.27,1.03,12.9,T3552
T3554,EEMBC,9.01,242.22,125.1,High,0.98,1.24,15.77,T3553
T3555,MiBench,33.89,194.22,68.37,Low,0.89,1.39,47.11,T3554
T3556,MiBench,6.94,251.6,60.3,High,0.86,0.98,12.01,T3555
T3557,PapaBench,4.11,48.29,41.93,Low,0.92,1.14,3.49,T3556
T3558,TACLeBench,2.24,175.66,10.14,High,0.93,0.83,3.18,T3557
T3559,PapaBench,1.45,51.67,28.33,Low,1.07,0.96,0.99,T3558
T3560,MiBench,38.39,206.61,106.54,High,1.13,0.86,74.09,T3559
T3561,EEMBC,20.75,74.81,73.28,Low,1.24,1.08,33.2,T2116
T3562,MiBench,32.27,358.78,325.05,Low,0.99,1.15,44.86,T3561
T3563,MiBench,37.29,380.43,167.44,Low,1.08,1.39,64.88,T3562
T3564,PapaBench,3.12,124.24,117.03,Low,1.36,1.23,3.59,T3563
T3565,TACLeBench,12.67,187.97,72.64,High,0.82,0.82,18.88,T3564
T3566,PapaBench,2.21,116.4,70.85,High,0.99,1.23,2.43,T3565
T3567,EEMBC,8.36,138.49,97.91,High,1.41,1.37,16.8,T3566
T3568,Malardalen,1.72,39.18,5.72,High,1.39,1.14,1.01,T3567
T3569,EEMBC,14.33,263.78,112.01,High,0.84,1.19,35.25,T3568
T3570,PapaBench,4.56,116.73,91.07,High,0.92,1.18,5.29,T3569
T3571,Malardalen,0.11,66.79,3.05,Low,0.98,0.97,0.06,T2849
T3572,EEMBC,26.12,257.34,69.9,High,1.21,1.38,51.46,T3571
T3573,MiBench,24.36,348.98,157.3,High,0.93,1.38,39.46,T3572
T3574,EEMBC,3.98,165.67,105.46,Low,1.22,0.94,5.29,T3573
T3575,Malardalen,0.69,93.85,63.65,Low,0.9,0.83,0.58,T3574
T3576,TACLeBench,15.02,150.88,28.2,High,0.99,1.26,22.23,T3575
T3577,MiBench,16.79,229.0,118.64,Low,1.19,1.3,24.18,T3576
T3578,TACLeBench,17.18,56.74,19.26,Low,1.15,1.39,19.59,T3577
T3579,Malardalen,1.44,53.42,30.87,High,1.29,0.87,1.37,T3578
T3580,PapaBench,2.95,42.93,30.92,Low,1.12,1.31,2.89,T3579
T3581,TACLeBench,3.85,109.06,97.14,Low,0.86,0.95,3.23,T154
T3582,PapaBench,1.18,187.97,46.26,High,1.12,1.09,1.06,T3581
T3583,MiBench,29.44,369.66,322.31,Low,1.15,1.2,41.22,T3582
T3584,TACLeBench,11.65,184.83,39.42,Low,0.81,0.99,13.63,T3583
T3585,EEMBC,20.6,135.75,116.94,Low,1.15,1.38,51.09,T3584
T3586,MiBench,6.11,404.47,124.93,Low,1.24,1.37,9.17,T3585
T3587,TACLeBench,9.79,125.52,23.64,Low,1.18,0.99,13.71,T3586
T3588,TACLeBench,2.89,167.38,72.8,Low,1.33,1.08,3.35,T3587
T3589,EEMBC,26.5,291.36,283.79,Low,1.4,1.32,57.5,T3588
T3590,PapaBench,4.46,144.51,55.14,Low,0.83,1.2,4.64,T3589
T3591,EEMBC,20.73,73.46,64.57,High,1.25,1.24,47.06,T3411
T3592,EEMBC,21.02,112.03,21.59,High,1.01,0.98,34.68,T3591
T3593,TACLeBench,8.49,143.33,24.8,High,0.98,1.36,8.15,T3592
T3594,MiBench,46.85,178.8,162.89,Low,1.25,0.96,67.46,T3593
T3595,EEMBC,13.4,156.78,148.12,Low,1.37,1.25,26.4,T3594
T3596,MiBench,26.64,159.5,108.32,Low,1.22,1.33,41.03,T3595
T3597,EEMBC,13.29,223.78,186.66,High,0.88,1.19,17.81,T3596
T3598,TACLeBench,4.85,139.57,118.97,High,1.33,1.16,6.26,T3597
T3599,PapaBench,4.22,248.78,29.76,High,1.12,1.07,2.66,T3598
T3600,MiBench,35.54,297.39,207.96,High,1.3,1.17,66.82,T3599
T3601,EEMBC,29.15,189.3,139.97,Low,1.08,1.19,47.81,T1592
T3602,PapaBench,0.91,29.59,27.01,Low,1.49,0.9,0.81,T3601
T3603,TACLeBench,14.9,82.24,17.31,High,0.85,1.17,19.97,T3602
T3604,EEMBC,21.04,103.4,76.71,High,0.81,1.02,36.82,T3603
T3605,TACLeBench,15.59,144.57,38.47,Low,1.16,0.84,12.47,T3604
T3606,PapaBench,0.55,107.39,6.56,Low,1.42,0.82,0.51,T3605
T3607,EEMBC,4.14,105.17,4.74,High,1.03,1.26,9.65,T3606
T3608,EEMBC,1.97,72.1,55.65,High,1.32,1.33,3.9,T3607
T3609,TACLeBench,15.79,122.11,58.22,High,0.88,0.92,14.21,T3608
T3610,Malardalen,0.66,44.34,10.32,High,1.39,1.14,0.42,T3609
T3611,Malardalen,0.52,41.64,28.53,High,1.49,1.32,0.36,T1859
T3612,EEMBC,5.73,166.21,97.17,High,1.06,1.11,7.45,T3611
T3613,TACLeBench,19.13,98.65,86.41,Low,0.96,1.14,25.83,T3612
T3614,Malardalen,0.75,14.7,9.69,High,1.47,1.24,0.56,T3613
T3615,MiBench,48.49,160.73,113.13,Low,1.33,1.29,52.85,T3614
T3616,PapaBench,3.24,42.02,15.96,Low,1.03,0.94,1.94,T3615
T3617,MiBench,19.95,231.43,160.41,Low,0.86,0.89,23.14,T3616
T3618,EEMBC,15.74,129.36,87.9,Low,1.41,0.91,30.06,T3617
T3619,TACLeBench,16.65,170.34,129.11,High,0.85,1.14,14.82,T3618
T3620,Malardalen,0.33,63.26,35.13,Low,1.15,1.22,0.22,T3619
T3621,TACLeBench,12.33,184.46,117.39,Low,1.04,1.22,18.13,T873
T3622,EEMBC,20.54,163.83,64.21,High,1.11,0.87,43.54,T3621
T3623,TACLeBench,2.06,130.01,126.82,Low,1.22,0.9,2.74,T3622
T3624,EEMBC,29.65,289.08,189.81,High,0.84,0.99,59.3,T3623
T3625,Malardalen,1.46,76.0,64.65,High,1.07,1.25,1.08,T3624
T3626,EEMBC,3.58,234.36,178.69,High,1.12,0.93,6.19,T3625
T3627,PapaBench,4.71,100.67,58.87,Low,1.22,0.93,4.76,T3626
T3628,EEMBC,10.84,50.38,11.35,High,1.18,0.99,14.85,T3627
T3629,Malardalen,0.69,22.22,14.8,High,1.11,1.07,0.35,T3628
T3630,Malardalen,0.42,50.49,36.53,High,1.45,0.92,0.37,T3629
T3631,MiBench,17.59,106.6,80.61,High,1.44,0.98,22.87,T24
T3632,MiBench,19.15,465.16,331.17,Low,1.44,1.08,19.92,T3631
T3633,MiBench,22.57,219.32,55.59,Low,1.06,0.88,25.5,T3632
T3634,EEMBC,3.24,216.89,96.93,High,1.37,1.19,3.89,T3633
T3635,Malardalen,1.06,79.8,35.59,High,1.31,1.08,0.99,T3634
T3636,PapaBench,3.6,55.21,42.49,High,1.11,1.0,4.25,T3635
T3637,MiBench,16.31,332.0,47.0,High,0.8,0.89,30.5,T3636
T3638,PapaBench,0.34,234.52,128.05,High,1.15,1.23,0.39,T3637
T3639,MiBench,36.92,386.57,63.62,High,0.95,1.25,57.23,T3638
T3640,Malardalen,0.64,14.14,10.17,High,1.47,1.16,0.52,T3639
T3641,PapaBench,2.49,68.58,38.83,Low,1.08,1.19,1.64,T1283
T3642,MiBench,38.42,449.7,123.81,Low,1.39,0.82,51.48,T3641
T3643,TACLeBench,17.03,152.24,86.47,High,1.16,1.28,14.99,T3642
T3644,PapaBench,4.88,28.19,4.89,Low,1.16,1.03,3.9,T3643
T3645,PapaBench,3.11,239.66,227.17,Low,1.27,1.01,2.33,T3644
T3646,PapaBench,4.15,186.5,175.98,Low,0.81,1.3,4.19,T3645
T3647,EEMBC,7.45,60.74,50.67,Low,1.08,1.17,13.41,T3646
T3648,EEMBC,12.38,52.66,23.28,Low,1.19,0.9,29.59,T3647
T3649,MiBench,47.85,218.69,99.96,High,1.45,1.13,95.7,T3648
T3650,Malardalen,0.7,17.02,10.58,High,0.87,0.96,0.57,T3649
T3651,TACLeBench,10.57,101.71,88.73,Low,1.33,1.32,11.31,T1765
T3652,Malardalen,1.36,53.13,7.59,High,1.12,0.89,0.75,T3651
T3653,EEMBC,14.44,88.76,33.59,Low,0.96,1.38,29.31,T3652
T3654,EEMBC,20.45,120.71,90.61,High,1.36,1.09,39.06,T3653
T3655,PapaBench,1.72,72.31,46.19,High,0.9,1.09,1.87,T3654
T3656,MiBench,43.47,422.06,52.37,Low,0.99,0.98,85.2,T3655
T3657,EEMBC,22.45,126.76,102.79,High,1.07,0.94,36.14,T3656
T3658,Malardalen,1.65,46.67,39.33,High,1.17,1.02,1.04,T3657
T3659,Malardalen,1.77,33.1,28.79,High,1.38,0.87,1.38,T3658
T3660,Malardalen,0.18,67.69,16.36,High,0.84,0.92,0.14,T3659
T3661,PapaBench,3.16,40.04,27.59,High,1.45,1.28,3.1,T362
T3662,MiBench,33.14,344.19,129.09,Low,0.9,1.18,49.05,T3661
T3663,Malardalen,0.69,96.57,23.49,Low,0.86,1.16,0.52,T3662
T3664,Malardalen,1.28,29.57,13.97,Low,1.25,1.02,0.83,T3663
T3665,Malardalen,0.98,33.32,27.29,Low,1.16,0.89,0.8,T3664
T3666,EEMBC,27.41,170.23,34.3,Low,1.4,1.04,61.4,T3665
T3667,EEMBC,29.18,112.7,105.21,High,1.29,1.14,40.85,T3666
T3668,TACLeBench,7.14,167.89,56.13,Low,0.95,1.14,7.5,T3667
T3669,Malardalen,0.56,42.82,22.18,Low,1.3,1.26,0.47,T3668
T3670,MiBench,37.13,132.92,128.42,Low,0.82,1.03,70.92,T3669
T3671,Malardalen,1.29,42.03,14.59,High,1.1,1.26,0.75,T1740
